,selling_price,new-price,year,km_driven,mileage
744,1050000,2059000,2017,54000,15.8
745,229999,1069000,2008,90000,13.6
746,250000,928999,2013,100000,20.0
747,575000,1598000,2014,42000,16.93
748,380000,604000,2017,32013,33.54
749,1151000,2344000,2016,55766,16.0
750,1000000,1525000,2018,40000,21.5
751,500000,1992000,2013,120000,14.0
752,1000000,1643000,2020,15000,14.23
753,775000,1336000,2017,44000,20.73
754,320000,930000,2014,40000,20.4
755,1400000,2344000,2016,120000,16.0
756,700000,1026000,2018,5000,21.21
757,800000,1978000,2015,80000,15.4
758,530000,898000,2019,23414,22.0
759,350000,712000,2015,15000,20.51
760,799000,2328000,2015,50000,16.0
761,350000,1817000,2009,110000,18.1
762,620000,1071000,2019,30000,15.96
763,350000,631000,2014,23970,23.1
764,380000,802000,2017,60000,23.84
765,490000,994999,2015,50000,22.0
766,1500000,2789000,2018,50000,13.68
767,325000,1680000,2010,68000,17.0
768,590000,1283000,2015,70000,22.54
769,1500000,2990000,2016,35512,11.36
770,450000,2141000,2012,68240,13.93
771,875000,2103000,2017,51000,22.1
772,450000,657000,2015,50000,18.9
773,850000,1993000,2017,60000,21.38
774,830000,1250000,2020,4500,19.01
775,828999,2344000,2016,100000,16.0
776,450000,1619000,2012,50000,17.1
777,500000,657000,2018,31799,18.9
778,300000,701000,2015,15000,20.51
779,375000,1533000,2013,42000,15.0
780,575000,1327000,2017,53000,18.6
781,500000,898000,2018,56000,22.0
782,815000,1980999,2016,70000,15.29
783,190000,604000,2012,95000,26.6
784,1300000,2691000,2016,52000,11.25
785,445000,1533000,2014,59000,14.3
786,1000000,1998999,2016,10000,15.29
787,475000,713000,2019,15000,21.79
788,524000,1312000,2018,20000,18.6
789,1750000,2156000,2019,20000,17.41
790,355000,1309000,2014,67000,21.9
791,250000,1069000,2007,40000,13.6
792,1500000,2691000,2017,50000,11.25
793,645000,1341000,2018,40000,18.6
794,590000,1379000,2014,37000,22.7
795,350000,735000,2015,40000,18.9
796,575000,914000,2018,30000,22.0
797,195000,928999,2013,54000,18.5
798,515000,782000,2019,10000,23.84
799,530000,714000,2019,11500,20.3
800,570000,842000,2018,30000,20.89
801,1185000,1366000,2020,9500,17.99
802,280000,998000,2015,120000,18.0
803,1789999,2073000,2019,11002,13.96
804,550000,1054000,2019,40000,19.56
805,390000,1607999,2013,47000,16.09
806,735000,2344000,2014,51000,15.1
807,741000,1680000,2015,53000,18.0
808,365000,1829000,2011,75000,22.32
809,950000,2344000,2015,110000,16.0
810,250000,2546000,2006,80000,13.5
811,195000,679000,2010,61000,20.51
812,511000,735000,2017,35000,18.9
813,1550000,2435000,2019,15200,17.0
814,600000,1992000,2014,120000,12.05
815,520000,1047000,2012,60000,15.96
816,370000,449000,2020,10000,22.05
817,550000,994999,2017,60000,21.21
818,217000,1919000,2007,100000,11.0
819,750000,1287000,2019,6700,17.0
820,610000,1652000,2014,49599,17.1
821,310000,473000,2018,20000,24.7
822,400000,654000,2015,49955,21.63
823,600000,1313000,2015,110000,22.77
824,850000,1374000,2019,64000,22.77
825,625000,1063000,2017,35000,21.4
826,450000,713000,2018,15000,20.51
827,570000,871000,2017,35000,20.3
828,285000,725000,2017,31000,20.63
829,500000,727000,2018,5000,20.3
830,325000,494000,2017,40000,15.37
831,260000,466000,2017,10000,24.7
832,875000,1680000,2018,48959,17.4
833,125000,679000,2008,58000,18.9
834,450000,1607999,2014,59000,15.04
835,1670000,2336000,2019,30000,15.1
836,585000,1027000,2018,15000,21.4
837,400000,1047000,2014,100000,15.96
838,560000,1312000,2016,40000,18.6
839,650000,1283000,2016,50000,22.54
840,465000,1379000,2014,64532,22.7
841,650000,1313000,2017,39601,15.9
842,450000,1024000,2015,28000,18.0
843,395000,1607999,2013,56000,15.04
844,800000,1319000,2017,80000,25.5
845,300000,560000,2017,15000,22.5
846,500000,1024000,2018,30000,17.8
847,150000,712000,2008,100000,18.9
848,700000,1755000,2015,59000,26.0
849,225000,952999,2011,160000,20.0
850,120000,707000,2009,102558,18.9
851,190000,657000,2010,35000,20.36
852,570000,637000,2019,27000,19.95
853,851000,1992000,2016,48500,15.4
854,600000,1336000,2016,40000,22.77
855,530000,898000,2019,20000,22.0
856,385000,994999,2013,78000,19.1
857,850000,1091000,2019,26000,17.5
858,1300000,2029000,2018,35000,20.5
859,484999,927000,2016,24000,20.4
860,600000,1047000,2016,100000,15.96
861,360000,578000,2019,5700,23.01
862,475000,727000,2020,100,20.3
863,698000,1829000,2017,72000,24.0
864,500000,1986000,2010,60000,13.5
865,590000,898000,2018,14000,22.0
866,750000,1348000,2017,70000,22.77
867,290000,712000,2016,120000,20.51
868,420000,994999,2013,33537,19.1
869,475000,1379000,2015,75000,21.7
870,150000,1069000,2004,15000,13.6
871,825000,2059000,2017,60000,15.8
872,775000,2103000,2015,70000,19.67
873,500000,871000,2017,25000,20.3
874,540000,1279000,2015,50000,15.85
875,450000,768000,2017,10000,23.84
876,780000,1336000,2016,51303,23.0
877,561000,1069000,2015,42135,21.0
878,900000,1992000,2015,120000,15.4
879,250000,670000,2012,60000,18.9
880,625000,1312000,2018,50000,18.6
881,370000,1657000,2012,90000,22.32
882,1025000,1652000,2018,12000,17.1
883,465000,1156000,2014,27233,27.4
884,340000,1137000,2013,49364,25.8
885,650000,1346000,2019,18000,18.6
886,950000,1993000,2016,70000,19.67
887,540000,1026000,2016,15000,20.85
888,300000,944999,2013,62256,20.0
889,525000,1096000,2016,34000,18.7
890,680000,1283000,2016,70000,22.54
891,950000,2059000,2019,38280,15.29
892,100000,637000,2005,84000,14.0
893,575000,791000,2019,8073,20.4
894,650000,1336000,2017,50000,23.0
895,400000,1978000,2010,158000,11.79
896,650000,898000,2019,15000,22.0
897,299000,898000,2012,52000,18.6
898,475000,742000,2014,49000,18.9
899,1035000,1582000,2019,8500,14.84
900,775000,1148000,2018,19000,18.2
901,270000,457000,2018,40000,24.7
902,450000,1176000,2014,109000,25.8
903,835000,1319000,2017,90000,25.5
904,625000,1582000,2015,28800,14.3
905,1325000,2339000,2018,21000,15.1
906,660000,1698999,2016,56000,17.8
907,600000,722000,2019,40000,18.9
908,370000,1714999,2010,70000,17.0
909,325000,1175000,2013,48000,18.78
910,465000,660000,2018,15978,23.1
911,595000,1710000,2015,87828,17.4
912,1375000,2531000,2016,32000,18.23
913,1200000,2307000,2018,30000,16.0
914,200000,733000,2010,102000,20.52
915,450000,814000,2016,30000,19.44
916,650000,1073000,2017,6700,21.4
917,499000,1864999,2011,88000,13.5
918,560000,1025000,2014,25000,18.0
919,160000,931000,2006,67000,16.1
920,575000,1323000,2014,74000,17.0
921,969999,2354000,2017,21000,14.59
922,475000,1968000,2011,230000,11.79
923,310000,618000,2014,89000,32.52
924,1300000,2080000,2018,70000,20.5
925,450000,1283000,2013,57000,22.54
926,440000,631000,2017,15000,23.1
927,1025000,2045000,2015,45000,17.01
928,425000,720000,2019,20000,20.3
929,670000,930000,2018,13000,22.0
930,490000,1324000,2015,42000,18.5
931,919999,1351000,2018,15700,20.28
932,525000,1630999,2015,50000,18.19
933,675000,1306000,2016,48448,20.73
934,1185000,1698999,2018,21000,17.4
935,315000,632000,2019,14322,22.7
936,750000,1710000,2016,64029,17.8
937,450000,717000,2016,29000,20.51
938,295000,668000,2016,95518,23.01
939,325000,720000,2014,25978,18.9
940,1145000,1314000,2019,15000,14.8
941,550000,1035000,2016,45000,18.0
942,530000,775000,2019,15000,23.84
943,500000,660000,2017,25000,23.1
944,765000,1351000,2018,30000,20.65
945,360000,645000,2014,66000,31.79
946,1335000,2981000,2018,17500,16.0
947,445000,819000,2017,28000,23.84
948,200000,719000,2009,87000,18.9
949,1300000,2307000,2015,110000,16.0
950,300000,1710000,2010,80000,16.8
951,1275000,1698999,2019,11200,17.4
952,825000,1864999,2014,46000,15.4
953,1499000,2981000,2017,21000,14.1
954,320000,556000,2019,10000,22.7
955,365000,654000,2017,19000,24.04
956,355000,1630999,2012,45000,15.04
957,980000,1811000,2017,51000,22.0
958,650000,1032000,2017,20000,21.21
959,295000,823000,2012,25000,15.6
960,254999,571000,2017,45000,22.5
961,700000,1148000,2017,15000,18.7
962,335000,528000,2013,55000,15.37
963,264000,469000,2016,60000,22.74
964,525000,923000,2016,20000,22.0
965,395000,657000,2016,52250,23.1
966,650000,1371000,2016,70000,22.77
967,470000,1255000,2014,30000,18.6
968,600000,844000,2019,8500,20.89
969,635000,1323000,2017,25000,18.6
970,875000,2531000,2015,59000,22.7
971,450000,720000,2017,110000,19.0
972,375000,632000,2018,5986,22.0
973,1000000,2082000,2016,20000,19.67
974,700000,1809000,2014,100000,22.32
975,690000,1074000,2015,59627,13.6
976,1200000,2379000,2018,120000,12.4
977,600000,1324000,2015,18000,18.6
978,815000,1230000,2018,62000,19.34
979,450000,1811000,2012,55000,22.32
980,325000,1324000,2011,115000,18.5
981,400000,864000,2016,53000,18.15
982,589000,1324000,2015,31695,18.6
983,319000,1324000,2011,25590,17.0
984,285000,720000,2012,42710,18.9
985,740000,1145000,2018,30000,18.2
986,775000,2339000,2014,43943,15.1
987,380000,719000,2014,43000,20.51
988,450000,741000,2016,29901,18.9
989,1300000,2337000,2016,49000,16.0
990,210000,469000,2015,70000,22.74
991,850000,1629000,2018,40000,16.55
992,690000,1630999,2016,43000,18.19
993,899000,164000,2010,78000,11.74
994,175000,720000,2008,80000,18.9
995,535000,1324000,2015,52000,18.6
996,254999,469000,2015,34000,22.74
997,434999,1177000,2013,164000,25.8
998,360000,665000,2017,33000,23.01
999,630000,930000,2018,25000,22.0
1000,320000,1324000,2011,80000,18.5
1001,484999,660000,2017,15500,23.1
1002,978999,1371000,2019,67000,23.0
1003,450000,629000,2015,50000,26.6
1004,540000,741000,2016,40125,18.9
1005,575000,742000,2019,15000,18.9
1006,700000,1348000,2017,26000,23.0
1007,175000,733000,2008,55000,21.79
1008,110000,733000,2005,138008,18.9
1009,575000,1024000,2018,41612,17.8
1010,120000,720000,2007,50000,0.0
1011,325000,1324000,2011,89000,15.0
1012,600000,2337000,2012,200000,15.1
1013,445000,672000,2016,16000,23.1
1014,495000,1811000,2012,71452,19.08
1015,550000,969000,2015,52000,25.83
1016,800000,1372000,2015,60000,22.77
1017,850000,1739000,2016,100000,26.0
1018,299000,665000,2016,35000,25.17
1019,310000,827000,2018,14902,23.84
1020,470000,1032000,2013,21000,17.5
1021,390000,1146000,2013,54642,25.8
1022,290000,742000,2010,77739,16.95
1023,596000,742000,2018,31025,18.9
1024,875000,1630999,2019,4200,15.04
1025,944999,1111000,2020,2746,0.0
1026,310000,1323000,2012,90000,17.0
1027,355000,844000,2015,20319,18.16
1028,540000,1323000,2016,50000,18.6
1029,1175000,2053000,2017,45000,13.0
1030,350000,719000,2016,60000,20.51
1031,325000,1324000,2013,33000,18.5
1032,925000,2339000,2015,57000,16.0
1033,555000,1351000,2014,43612,20.73
1034,840000,1284000,2018,49000,22.54
1035,950000,1698999,2017,19900,17.8
1036,570000,1073000,2015,47000,21.4
1037,275000,629000,2011,75000,26.6
1038,490000,795000,2019,35000,23.84
1039,400000,966000,2016,145000,25.83
1040,509999,1698999,2015,30000,17.8
1041,655000,1144000,2018,14000,18.24
1042,350000,665000,2017,15000,25.17
1043,500000,1085000,2016,10000,18.7
1044,540000,1752000,2014,70000,26.0
1045,650000,1323000,2016,50507,18.6
1046,625000,1780000,2014,73000,26.0
1047,335000,733000,2013,83000,18.9
1048,350000,720000,2015,40000,20.51
1049,500000,742000,2017,32212,18.9
1050,1350000,2082000,2018,24000,17.6
1051,325000,930000,2011,70000,18.6
1052,385000,1324000,2012,36000,17.0
1053,390000,864000,2017,50000,18.15
1054,665000,1175000,2016,45000,17.21
1055,235000,720000,2011,48000,18.9
1056,550000,863000,2018,60000,20.3
1057,450000,931000,2015,78000,18.6
1058,625000,1779000,2013,51000,22.32
1059,430000,1262000,2014,62000,21.9
1060,235000,1698999,2009,120000,17.0
1061,330000,1324000,2012,24600,17.0
1062,825000,1073000,2018,17947,21.4
1063,1059000,2082000,2015,67000,17.01
1064,300000,720000,2013,62500,21.79
1065,550000,763000,2019,4700,20.3
1066,269000,823000,2012,46573,15.6
1067,765000,1230000,2016,68500,17.03
1068,509999,742000,2016,20000,18.9
1069,350000,1686000,2007,70000,17.7
1070,490000,795000,2017,20000,23.84
1071,254999,472000,2017,90000,24.7
1072,575000,931000,2017,36000,21.21
1073,800000,2307000,2014,72125,15.1
1074,499000,172000,2007,85250,10.5
1075,311000,717000,2013,55149,20.51
1076,760000,1175000,2018,22000,17.21
1077,110000,327000,2016,41000,7.81
1078,600000,1032000,2016,30000,17.5
1079,499000,1035000,2015,65445,18.0
1080,393000,1025000,2013,31497,18.0
1081,665000,1073000,2018,26600,21.01
1082,710000,1324000,2019,5000,18.6
1083,385000,654000,2018,10000,23.01
1084,425000,1284000,2013,62000,21.9
1085,438000,742000,2016,42845,18.9
1086,450000,720000,2018,115000,26.55
1087,625000,1073000,2017,34428,21.4
1088,620000,1073000,2016,49551,21.4
1089,850000,1698999,2017,44897,18.0
1090,459999,1968000,2011,105000,12.05
1091,1500000,2531000,2017,55000,18.23
1092,700000,1073000,2017,43000,21.4
1093,375000,618000,2016,51000,26.6
1094,629000,1324000,2016,27884,18.6
1095,680000,1283000,2017,37000,22.54
1096,340000,1323000,2011,23000,18.5
1097,771000,1657999,2018,11000,18.06
1098,875000,1144000,2018,27000,17.21
1099,1839000,181000,2011,90000,13.5
1100,1500000,2046000,2019,25000,20.5
1101,525000,1323000,2016,75000,18.6
1102,400000,1284000,2013,130000,21.9
1103,345000,654000,2017,54000,24.04
1104,1055000,1621000,2018,40000,17.3
1105,310000,469000,2017,9210,24.7
1106,576000,848000,2018,25000,20.89
1107,100000,1055000,2003,120000,13.6
1108,380000,733000,2014,101200,18.9
1109,275000,989000,2011,55500,20.0
1110,100000,1710000,2003,177000,11.7
1111,490000,1582000,2014,29000,15.0
1112,340000,541000,2018,15000,22.7
1113,530000,1144000,2016,30000,16.2
1114,509999,742000,2018,15914,18.9
1115,880000,2339000,2015,72000,15.1
1116,448000,1645000,2012,32472,17.01
1117,665000,1698999,2016,57116,17.4
1118,595000,1072000,2018,15000,18.78
1119,975000,1364000,2019,16000,18.27
1120,700000,2531000,2013,80000,22.7
1121,1035000,1645000,2019,6500,17.1
1122,445000,1323000,2013,7268,18.5
1123,585000,1230000,2013,41000,16.02
1124,1455000,181000,2010,50312,13.5
1125,350000,1175000,2013,60000,16.47
1126,675000,1710000,2015,66996,17.4
1127,677000,1068000,2017,17865,21.4
1128,885000,1561000,2018,12000,21.5
1129,545000,720000,2019,7800,21.5
1130,691000,1763000,2014,117000,25.1
1131,725000,1752000,2014,39000,25.1
1132,825000,1073000,2018,9600,19.56
1133,776000,2339000,2015,76000,16.0
1134,625000,1046000,2017,81000,20.85
1135,565000,674000,2019,20660,30.48
1136,662000,1073000,2017,26251,21.4
1137,150000,720000,2009,70000,18.9
1138,960000,1561000,2018,21000,21.5
1139,849000,2339000,2015,43000,15.1
1140,310000,1324000,2010,100000,17.0
1141,851000,1925000,2014,60000,15.4
1142,415000,742000,2015,75000,18.9
1143,1120000,1811000,2017,49000,22.0
1144,200000,623000,2011,120000,26.2
1145,345000,742000,2014,73000,20.36
1146,725000,1148000,2018,15000,19.0
1147,450000,1176000,2013,29500,25.8
1148,561000,1145000,2015,15000,18.7
1149,505000,719000,2017,15000,20.51
1150,175000,1698999,2007,85000,17.7
1151,751000,1811000,2016,63000,21.3
1152,295000,844000,2013,34000,15.6
1153,499000,1598000,2014,45260,18.19
1154,290000,1698999,2009,67500,16.8
1155,680000,1144000,2016,22500,17.21
1156,1100000,1809000,2017,50000,23.9
1157,450000,741000,2016,47500,18.9
1158,180000,469000,2013,60000,22.74
1159,448000,1054000,2011,31000,16.5
1160,325000,618000,2015,48000,26.6
1161,1000000,2307000,2018,60000,16.0
1162,690000,1351000,2016,59000,19.12
1163,611000,1372000,2015,71893,21.7
1164,570000,846000,2019,15000,18.15
1165,475000,1630999,2013,51500,16.93
1166,1050000,2337000,2015,140000,16.0
1167,324000,1031000,2011,120000,21.21
1168,440000,741000,2014,36000,18.9
1169,1100000,1351000,2019,2950,20.04
1170,450000,660000,2016,16393,21.63
1171,1160000,2339000,2017,37000,16.0
1172,520000,1175000,2017,13500,18.78
1173,925000,1869000,2015,82000,15.4
1174,450000,865000,2017,20000,18.15
1175,650000,1739000,2015,65122,26.0
1176,340000,617000,2014,87500,26.2
1177,625000,1073000,2018,17000,21.4
1178,480000,722000,2015,13000,18.9
1179,1360000,2082000,2018,65411,19.67
1180,810000,1351000,2018,20286,20.73
1181,575000,930000,2016,30000,22.0
1182,330000,480000,2017,33000,24.7
1183,400000,1323000,2013,80000,18.5
1184,375000,1710000,2010,105000,16.8
1185,225000,1710000,2007,62683,16.4
1186,535000,1175000,2014,53000,17.21
1187,425000,931000,2014,41305,22.0
1188,411000,665000,2017,36000,24.04
1189,300000,719000,2012,30000,18.9
1190,265000,618000,2013,57000,32.52
1191,890000,1075000,2019,9000,19.56
1192,450000,931000,2015,20000,20.4
1193,290000,844000,2015,26000,15.6
1194,750000,1138000,2017,27724,17.5
1195,1000000,1574000,2018,25000,21.5
1196,310000,1324000,2012,48000,17.0
1197,475000,1177000,2015,61058,25.8
1198,331000,654000,2018,15000,25.17
1199,615000,1073000,2016,37072,21.4
1200,250000,1055000,2007,120000,13.6
1201,700000,890000,2018,16000,22.0
1202,425000,1177000,2013,121877,24.7
1203,275000,733000,2012,80000,18.9
1204,311000,930000,2010,82000,22.0
1205,819999,1698999,2015,23461,18.0
1206,735000,1145000,2017,19000,19.0
1207,465000,1582000,2014,62063,14.3
1208,372000,720000,2015,33766,20.51
1209,425000,1598000,2012,71000,15.04
1210,625000,1698999,2015,51000,17.4
1211,725000,1525000,2018,50000,21.5
1212,310000,646000,2014,91000,31.79
1213,250000,513999,2014,161209,15.37
1214,725000,1351000,2016,33000,19.12
1215,700000,1324000,2017,10000,18.6
1216,650000,1145000,2017,32714,18.7
1217,550000,795000,2019,10000,23.84
1218,630000,1055000,2016,80000,15.96
1219,335000,1630999,2011,45000,15.04
1220,400000,931000,2013,97000,18.6
1221,295000,818000,2016,29823,20.63
1222,245000,720000,2011,48000,21.79
1223,615000,1698999,2015,42000,17.8
1224,430000,1046000,2012,58000,19.1
1225,600000,869000,2019,9343,20.89
1226,350000,865000,2017,70000,18.15
1227,415000,618000,2016,22000,26.6
1228,1400000,1710000,2019,25000,18.0
1229,819999,2053000,2016,27700,15.29
1230,600000,2337000,2013,60000,15.1
1231,600000,906000,2018,35000,21.21
1232,550000,1262000,2016,85000,22.54
1233,300000,480000,2016,9223,22.74
1234,925000,1809000,2017,45910,23.9
1235,1050000,2046000,2017,51050,19.67
1236,690000,1379000,2017,17000,17.0
1237,1855000,2137000,2019,8500,13.96
1238,455000,742000,2016,13000,18.9
1239,680000,883000,2018,5000,18.16
1240,524000,1698999,2015,29000,16.8
1241,409999,741000,2016,198000,18.9
