,Unnamed: 0,full_name,selling_price,new-price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,Brand
3089,3089,Hyundai i20 Asta,320000,1313000,2010,Dealer,97845,First Owner,Diesel,Manual,21.27,Hyundai
3090,3090,Maruti Wagon R,382000,725000,2014,Dealer,25932,First Owner,Petrol,Manual,21.79,Maruti
3091,3091,Tata Tiago 1.2,480000,791000,2017,Dealer,32000,First Owner,Petrol,Manual,23.84,Tata
3092,3092,Ford Ecosport 2015-2021,730000,1356000,2017,Dealer,43000,First Owner,Petrol,Automatic,14.7,Ford
3093,3093,Ford Figo Diesel,229999,969000,2011,Individual,68000,First Owner,Diesel,Manual,20.0,Ford
3094,3094,Hyundai Verna Transform,350000,1809000,2010,Individual,140000,First Owner,Diesel,Manual,16.2,Hyundai
3095,3095,Volkswagen Polo 2015-2019,723000,1142000,2016,Dealer,65067,First Owner,Petrol,Automatic,17.21,Volkswagen
3096,3096,Hyundai Verna 1.6,850000,1811000,2016,Dealer,32615,First Owner,Diesel,Manual,23.9,Hyundai
3097,3097,Renault KWID Climber,550000,653000,2020,Dealer,3960,First Owner,Petrol,Automatic,22.0,Renault
3098,3098,Maruti Alto 800,280000,472000,2017,Individual,80000,First Owner,Petrol,Manual,24.7,Maruti
3099,3099,Maruti Ignis 1.2,525000,884000,2017,Dealer,54300,First Owner,Petrol,Manual,20.89,Maruti
3100,3100,Hyundai Verna VTVT,1044999,1661000,2018,Dealer,5500,First Owner,Petrol,Manual,17.0,Hyundai
3101,3101,Maruti Ertiga LXI,450000,1224000,2014,Individual,76000,First Owner,Petrol,Manual,16.02,Maruti
3102,3102,Maruti Wagon R,450000,735000,2017,Dealer,19971,First Owner,Petrol,Automatic,21.79,Maruti
3103,3103,Maruti Swift VXI,625000,952999,2019,Dealer,20000,First Owner,Petrol,Manual,22.0,Maruti
3104,3104,Mahindra Bolero 2011-2019,590000,1034000,2016,Dealer,76000,First Owner,Diesel,Manual,13.6,Mahindra
3105,3105,Maruti Alto 800,300000,470000,2015,Individual,70000,First Owner,Petrol,Manual,22.74,Maruti
3106,3106,Hyundai Grand i10,425000,738000,2017,Dealer,50000,First Owner,Petrol,Manual,18.9,Hyundai
3107,3107,Hyundai Verna 1.6,480000,1830000,2012,Dealer,97000,First Owner,Diesel,Automatic,22.32,Hyundai
3108,3108,Renault KWID Reloaded,395000,653000,2017,Dealer,34000,First Owner,Petrol,Automatic,24.04,Renault
3109,3109,Hyundai Creta 1.4,911000,2045000,2018,Individual,40000,First Owner,Diesel,Manual,21.38,Hyundai
3110,3110,Mahindra XUV500 AT,1275000,2338000,2016,Dealer,143210,First Owner,Diesel,Automatic,16.0,Mahindra
3111,3111,Maruti Swift Dzire,310000,1003999,2011,Individual,80000,First Owner,Petrol,Manual,17.5,Maruti
3112,3112,Hyundai i20 Sportz,465000,1284000,2013,Dealer,63000,First Owner,Diesel,Manual,21.9,Hyundai
3113,3113,Honda Amaze VX,680000,1019000,2019,Dealer,10250,First Owner,Petrol,Manual,19.5,Honda
3114,3114,Hyundai Verna Transform,150000,1614999,2010,Individual,122661,First Owner,Petrol,Manual,16.2,Hyundai
3115,3115,Maruti Wagon R,525000,725000,2017,Dealer,28500,First Owner,Petrol,Automatic,20.51,Maruti
3116,3116,Mahindra XUV300 W8,1000000,1227000,2019,Individual,15000,First Owner,Petrol,Manual,17.0,Mahindra
3117,3117,Maruti Wagon R,360000,735000,2016,Dealer,63359,First Owner,Petrol,Automatic,20.51,Maruti
3118,3118,Maruti Alto 800,250000,454000,2014,Individual,35000,First Owner,Petrol,Manual,22.74,Maruti
3119,3119,Hyundai Verna 1.6,630000,1811000,2013,Dealer,113000,First Owner,Diesel,Manual,22.32,Hyundai
3120,3120,Hyundai i20 Asta,700000,1295000,2015,Individual,41139,First Owner,Diesel,Manual,22.54,Hyundai
3121,3121,Hyundai i20 Sportz,300000,1313000,2013,Dealer,191542,First Owner,Diesel,Manual,21.9,Hyundai
3122,3122,Ford Ecosport 2015-2021,700000,1367000,2016,Individual,60000,First Owner,Diesel,Manual,22.77,Ford
3123,3123,Mahindra XUV500 W8,780000,2338000,2012,Dealer,82164,First Owner,Diesel,Manual,15.1,Mahindra
3124,3124,Hyundai i20 1.2,360000,1347000,2012,Individual,100000,First Owner,Petrol,Manual,17.0,Hyundai
3125,3125,Mahindra Marazzo M6,1200000,1714000,2018,Individual,35000,First Owner,Diesel,Manual,17.3,Mahindra
3126,3126,Volkswagen Vento 1.6,400000,1673999,2014,Individual,90000,First Owner,Petrol,Manual,15.04,Volkswagen
3127,3127,BMW 7 Series,925000,292000,2006,Dealer,99900,First Owner,Petrol,Automatic,8.45,BMW
3128,3128,Ford Figo Diesel,210000,972000,2012,Dealer,63000,First Owner,Diesel,Manual,20.0,Ford
3129,3129,Maruti Swift Dzire,655000,1040000,2018,Dealer,33000,First Owner,Petrol,Manual,21.21,Maruti
3130,3130,Mahindra Scorpio VLX,700000,1991000,2014,Individual,120000,First Owner,Diesel,Automatic,11.79,Mahindra
3131,3131,Mahindra Scorpio 2.6,150000,2009000,2003,Individual,198565,First Owner,Diesel,Manual,10.5,Mahindra
3132,3132,Tata Tiago 1.2,525000,791000,2018,Dealer,16000,First Owner,Petrol,Manual,23.84,Tata
3133,3133,Maruti Alto 800,310000,454000,2019,Individual,25000,First Owner,Petrol,Manual,24.7,Maruti
3134,3134,Hyundai Creta 1.6,1280000,2041000,2019,Individual,40000,First Owner,Petrol,Automatic,13.0,Hyundai
3135,3135,Renault KWID RXT,350000,653000,2017,Dealer,16303,First Owner,Petrol,Manual,25.17,Renault
3136,3136,Mahindra XUV500 W10,1175000,2438000,2019,Dealer,99000,First Owner,Diesel,Manual,16.0,Mahindra
3137,3137,Maruti Swift Dzire,400000,1013000,2015,Individual,40000,First Owner,Petrol,Manual,20.85,Maruti
3138,3138,Maruti Swift Dzire,675000,1044999,2018,Dealer,31000,First Owner,Petrol,Manual,21.21,Maruti
3139,3139,Mahindra XUV500 W10,1500000,2341000,2018,Individual,90000,First Owner,Diesel,Manual,16.0,Mahindra
3140,3140,Maruti Wagon R,450000,725000,2017,Dealer,35000,First Owner,Petrol,Manual,21.79,Maruti
3141,3141,Hyundai Verna 1.4,720000,1811000,2016,Dealer,49349,First Owner,Diesel,Manual,24.8,Hyundai
3142,3142,Honda City VX,620000,1745000,2016,Dealer,88099,First Owner,Petrol,Manual,17.4,Honda
3143,3143,Honda City V,869999,1764000,2018,Dealer,25000,First Owner,Petrol,Manual,17.4,Honda
3144,3144,Maruti Wagon R,265000,735000,2012,Dealer,59000,First Owner,Petrol,Manual,18.9,Maruti
3145,3145,Maruti Wagon R,170000,725000,2006,Dealer,75472,First Owner,Petrol,Manual,14.0,Maruti
3146,3146,Maruti Baleno Zeta,825000,1027000,2020,Individual,10000,First Owner,Petrol,Automatic,19.56,Maruti
3147,3147,Maruti Eeco 5,208000,518000,2010,Individual,10000,First Owner,Petrol,Manual,15.37,Maruti
3148,3148,Ford Aspire 1.5,495000,1026000,2015,Dealer,48015,First Owner,Diesel,Manual,25.83,Ford
3149,3149,Toyota Innova Crysta,1751000,2959000,2019,Dealer,32400,First Owner,Diesel,Manual,13.68,Toyota
3150,3150,Volkswagen Vento 1.6,470000,1552000,2014,Dealer,80000,First Owner,Petrol,Manual,15.04,Volkswagen
3151,3151,Maruti Baleno Sigma,557000,1026000,2020,Individual,5000,First Owner,Petrol,Manual,21.01,Maruti
3152,3152,Maruti Eeco 5,437000,518000,2020,Dealer,2000,First Owner,Petrol,Manual,15.37,Maruti
3153,3153,Hyundai Grand i10,500000,722000,2018,Individual,20000,First Owner,Petrol,Manual,18.9,Hyundai
3154,3154,Hyundai i20 Sportz,679000,1284000,2016,Dealer,57437,First Owner,Diesel,Manual,22.54,Hyundai
3155,3155,Honda WR-V i-DTEC,775000,1284000,2017,Individual,40000,First Owner,Diesel,Manual,25.5,Honda
3156,3156,Maruti Wagon R,310000,725000,2012,Dealer,58000,First Owner,Petrol,Manual,18.9,Maruti
3157,3157,Mahindra Bolero 2011-2019,550000,1034000,2017,Individual,120000,First Owner,Diesel,Manual,15.96,Mahindra
3158,3158,Maruti Swift VXI,562000,924000,2017,Individual,18600,First Owner,Petrol,Manual,20.4,Maruti
3159,3159,Ford Ecosport 2015-2021,800000,1384000,2017,Individual,140000,First Owner,Diesel,Manual,23.0,Ford
3160,3160,Hyundai Creta 1.6,1325000,2082000,2017,Dealer,52300,First Owner,Diesel,Automatic,17.01,Hyundai
3161,3161,Mahindra Scorpio 2.6,300000,1939999,2010,Individual,160000,First Owner,Diesel,Manual,10.5,Mahindra
3162,3162,BMW X5 3.0d,1375000,102000,2010,Dealer,96714,First Owner,Diesel,Automatic,11.0,BMW
3163,3163,Maruti Swift Dzire,775000,1022000,2020,Individual,1000,First Owner,Petrol,Manual,21.21,Maruti
3164,3164,Hyundai i20 Sportz,700000,1304000,2019,Individual,5000,First Owner,Petrol,Manual,18.6,Hyundai
3165,3165,Hyundai i10 Sportz,429000,748000,2013,Dealer,67000,First Owner,Petrol,Automatic,16.95,Hyundai
3166,3166,Ford Ecosport 2015-2021,795000,1356000,2017,Dealer,43000,First Owner,Petrol,Automatic,14.8,Ford
3167,3167,Maruti Swift Dzire,430000,637000,2013,Dealer,56194,First Owner,Petrol,Manual,19.0,Maruti
3168,3168,Hyundai i20 2015-2017,499000,1304000,2015,Dealer,55000,First Owner,Petrol,Manual,18.6,Hyundai
3169,3169,Maruti Wagon R,459999,725000,2017,Dealer,33070,First Owner,Petrol,Manual,20.51,Maruti
3170,3170,Mahindra XUV500 W8,800000,2337000,2013,Individual,90000,First Owner,Diesel,Manual,15.1,Mahindra
3171,3171,Maruti Wagon R,235000,725000,2009,Dealer,64321,First Owner,Petrol,Manual,21.79,Maruti
3172,3172,Maruti Swift Dzire,570000,1040000,2015,Dealer,43937,First Owner,Petrol,Manual,19.1,Maruti
3173,3173,Hyundai Verna 1.6,550000,1811000,2012,Dealer,96888,First Owner,Diesel,Automatic,22.32,Hyundai
3174,3174,Mahindra Bolero SLE,400000,1085000,2011,Individual,70000,First Owner,Diesel,Manual,13.6,Mahindra
3175,3175,Toyota Yaris VX,1275000,1811000,2018,Dealer,12000,First Owner,Petrol,Manual,17.1,Toyota
3176,3176,Ford Ecosport 2015-2021,900000,1394000,2019,Individual,57000,First Owner,Diesel,Manual,23.0,Ford
3177,3177,Hyundai Verna 1.6,790000,1714000,2017,Dealer,39000,First Owner,Petrol,Automatic,17.01,Hyundai
3178,3178,Mahindra Bolero 2011-2019,775000,1119000,2017,Dealer,50000,First Owner,Diesel,Manual,16.5,Mahindra
3179,3179,Maruti Baleno Delta,548000,1036000,2017,Individual,20000,First Owner,Petrol,Manual,21.4,Maruti
3180,3180,Hyundai i20 Asta,700000,1284000,2015,Individual,90000,First Owner,Diesel,Manual,22.54,Hyundai
3181,3181,Volkswagen Polo 1.2,312000,1137000,2014,Individual,60000,First Owner,Petrol,Manual,16.47,Volkswagen
3182,3182,Maruti Ciaz VXi,765000,1381000,2017,Dealer,38731,First Owner,Petrol,Manual,20.73,Maruti
3183,3183,Honda City i,750000,1793000,2016,Dealer,54000,First Owner,Diesel,Manual,26.0,Honda
3184,3184,Maruti Swift VXi,335000,952999,2010,Dealer,83000,First Owner,Petrol,Manual,16.1,Maruti
3185,3185,Hyundai i20 Magna,520000,1229000,2015,Individual,80000,First Owner,Diesel,Manual,22.54,Hyundai
3186,3186,Maruti Swift VXI,390000,924000,2016,Individual,80000,First Owner,Petrol,Manual,21.21,Maruti
3187,3187,Honda City 1.5,1140000,1764000,2019,Dealer,20410,First Owner,Petrol,Manual,17.0,Honda
3188,3188,Tata Harrier XZ,1700000,2492000,2019,Dealer,13000,First Owner,Diesel,Manual,17.0,Tata
3189,3189,Maruti Ciaz ZXi,600000,1366000,2016,Dealer,77185,First Owner,Petrol,Manual,20.73,Maruti
3190,3190,Hyundai Grand i10,465000,722000,2016,Individual,50000,First Owner,Petrol,Manual,18.9,Hyundai
3191,3191,Tata Tiago 1.2,400000,782000,2018,Individual,30000,First Owner,Petrol,Manual,23.84,Tata
3192,3192,Hyundai i20 Sportz,630000,1284000,2016,Individual,60000,First Owner,Diesel,Manual,22.54,Hyundai
3193,3193,Honda City i,600000,1793000,2014,Individual,170000,First Owner,Diesel,Manual,25.1,Honda
3194,3194,Hyundai i20 Asta,550000,1346000,2014,Individual,35000,First Owner,Petrol,Manual,18.6,Hyundai
3195,3195,Renault KWID RXT,380000,613000,2019,Individual,15000,First Owner,Petrol,Manual,25.17,Renault
3196,3196,Mahindra Bolero 2011-2019,550000,1055000,2012,Dealer,53270,First Owner,Diesel,Manual,15.96,Mahindra
3197,3197,Mahindra Bolero 2011-2019,465000,1041000,2014,Individual,80000,First Owner,Diesel,Manual,15.96,Mahindra
3198,3198,Volkswagen Polo GT,670000,1142000,2015,Dealer,41953,First Owner,Petrol,Automatic,17.21,Volkswagen
3199,3199,Ford Ecosport 2015-2021,650000,1372000,2015,Dealer,49199,First Owner,Diesel,Manual,22.77,Ford
3200,3200,Honda Amaze S,670000,998000,2019,Individual,12000,First Owner,Petrol,Manual,19.5,Honda
3201,3201,Hyundai i20 1.2,598000,1300000,2018,Individual,20000,First Owner,Petrol,Manual,18.6,Hyundai
3202,3202,Ford Figo 1.5D,580000,959000,2015,Dealer,44566,First Owner,Diesel,Manual,25.83,Ford
3203,3203,Datsun RediGO T,360000,576000,2018,Dealer,1830,First Owner,Petrol,Manual,22.7,Datsun
3204,3204,Maruti Alto 800,250000,449000,2017,Individual,25000,First Owner,Petrol,Manual,24.7,Maruti
3205,3205,Maruti Swift VXi,568000,923000,2017,Dealer,45000,First Owner,Petrol,Manual,16.1,Maruti
3206,3206,Hyundai i20 1.2,350000,1300000,2010,Individual,60000,First Owner,Petrol,Manual,17.0,Hyundai
3207,3207,Mahindra Scorpio VLX,775000,2096000,2013,Dealer,79000,First Owner,Diesel,Manual,12.05,Mahindra
3208,3208,Ford Figo Petrol,335000,802000,2012,Dealer,37453,First Owner,Petrol,Manual,15.6,Ford
3209,3209,Toyota Innova Crysta,1650000,2913000,2017,Dealer,85000,First Owner,Diesel,Manual,13.68,Toyota
3210,3210,Hyundai Verna 1.6,675000,1811000,2016,Dealer,95321,First Owner,Diesel,Manual,23.9,Hyundai
3211,3211,Ford Ecosport 1.5,549000,1394000,2013,Dealer,110000,First Owner,Diesel,Manual,22.7,Ford
3212,3212,Hyundai i10 Magna,290000,737000,2009,Dealer,84251,First Owner,Petrol,Automatic,19.2,Hyundai
3213,3213,Tata Safari 2005-2017,400000,2141000,2012,Individual,67000,First Owner,Diesel,Manual,11.57,Tata
3214,3214,Ford Ecosport 2015-2021,600000,1320000,2017,Individual,28000,First Owner,Petrol,Manual,17.0,Ford
3215,3215,Hyundai Verna 1.6,487000,1830000,2013,Individual,100000,First Owner,Diesel,Manual,22.32,Hyundai
3216,3216,Hyundai i20 Sportz,459999,1284000,2013,Dealer,63000,First Owner,Diesel,Manual,21.9,Hyundai
3217,3217,Maruti Wagon R,380000,725000,2018,Individual,25000,First Owner,Petrol,Manual,20.51,Maruti
3218,3218,Hyundai i20 1.2,700000,1347000,2018,Dealer,20773,First Owner,Petrol,Manual,18.6,Hyundai
3219,3219,Maruti Alto 800,254999,454000,2015,Individual,30000,First Owner,Petrol,Manual,22.74,Maruti
3220,3220,Ford Figo Diesel,229999,933000,2013,Individual,120000,First Owner,Diesel,Manual,20.0,Ford
3221,3221,Ford Aspire Titanium,450000,858000,2017,Dealer,34996,First Owner,Petrol,Manual,19.4,Ford
3222,3222,Hyundai Grand i10,579000,748000,2018,Dealer,9095,First Owner,Petrol,Manual,18.9,Hyundai
3223,3223,Tata Nexon 1.5,1000000,1521000,2018,Dealer,19026,First Owner,Diesel,Manual,21.5,Tata
3224,3224,Hyundai i20 1.2,630000,1358000,2017,Individual,30000,First Owner,Petrol,Manual,18.6,Hyundai
3225,3225,Maruti Alto 800,330000,454000,2019,Individual,85000,First Owner,Petrol,Manual,24.7,Maruti
3226,3226,Maruti Swift Dzire,350000,1003999,2013,Dealer,65000,First Owner,Petrol,Manual,19.1,Maruti
3227,3227,Hyundai i20 Sportz,380000,1295000,2012,Individual,155000,First Owner,Diesel,Manual,21.9,Hyundai
3228,3228,Ford Ecosport 1.5,711000,1380000,2014,Dealer,89755,First Owner,Diesel,Manual,22.7,Ford
3229,3229,Hyundai i20 Asta,570000,1295000,2012,Individual,40000,First Owner,Diesel,Manual,21.27,Hyundai
3230,3230,Tata Nexon 1.5,830000,1526000,2017,Dealer,43330,First Owner,Diesel,Manual,21.5,Tata
3231,3231,Volkswagen Vento Petrol,385000,1603000,2011,Dealer,60000,First Owner,Petrol,Automatic,14.4,Volkswagen
3232,3232,Hyundai Verna 1.6,700000,1811000,2013,Individual,100000,First Owner,Diesel,Manual,22.32,Hyundai
3233,3233,Renault KWID 1.0,354000,646000,2018,Dealer,30941,First Owner,Petrol,Manual,23.01,Renault
3234,3234,Honda City i,651000,1682000,2016,Dealer,78123,First Owner,Petrol,Manual,17.8,Honda
3235,3235,Hyundai Grand i10,480000,722000,2018,Individual,6500,First Owner,Petrol,Manual,18.9,Hyundai
3236,3236,Honda City i,1000000,1768000,2016,Individual,35000,First Owner,Diesel,Manual,26.0,Honda
3237,3237,Hyundai Creta 1.6,1100000,2073999,2016,Individual,96000,First Owner,Diesel,Manual,19.67,Hyundai
3238,3238,Ford Figo 1.2P,575000,851000,2017,Dealer,59819,First Owner,Petrol,Manual,18.16,Ford
3239,3239,Honda WR-V i-VTEC,825000,1132000,2017,Dealer,6000,First Owner,Petrol,Manual,17.5,Honda
3240,3240,Mahindra Bolero 2011-2019,450000,1041000,2013,Individual,60000,First Owner,Diesel,Manual,15.96,Mahindra
3241,3241,Maruti Alto 800,350000,449000,2020,Individual,1500,First Owner,Petrol,Manual,22.05,Maruti
3242,3242,Hyundai Grand i10,475000,736000,2017,Individual,50000,First Owner,Petrol,Automatic,18.9,Hyundai
3243,3243,Hyundai i20 Asta,475000,1284000,2012,Dealer,115777,First Owner,Diesel,Manual,23.0,Hyundai
3244,3244,Ford Figo Diesel,160000,972000,2010,Individual,135000,First Owner,Diesel,Manual,20.0,Ford
3245,3245,Maruti Baleno Zeta,730000,1047000,2018,Dealer,33000,First Owner,Petrol,Manual,21.01,Maruti
3246,3246,Datsun GO T,200000,744000,2014,Individual,40000,First Owner,Petrol,Manual,20.63,Datsun
3247,3247,Honda Amaze EX,509999,1146000,2015,Individual,56000,First Owner,Diesel,Manual,25.8,Honda
3248,3248,Hyundai Grand i10,450000,729000,2015,Individual,15000,First Owner,Petrol,Manual,18.9,Hyundai
3249,3249,Mahindra XUV500 W7,1400000,2294000,2019,Individual,18000,First Owner,Diesel,Manual,15.1,Mahindra
3250,3250,Ford Figo Petrol,350000,802000,2015,Individual,35000,First Owner,Petrol,Manual,15.6,Ford
3251,3251,Maruti Celerio VXI,459999,640000,2018,Individual,25000,First Owner,Petrol,Manual,23.1,Maruti
3252,3252,Hyundai Verna 1.6,490000,1764000,2012,Individual,80000,First Owner,Diesel,Manual,22.32,Hyundai
3253,3253,Tata Tiago 1.2,400000,775000,2018,Individual,25000,First Owner,Petrol,Manual,23.84,Tata
3254,3254,Tata Harrier XZ,1228000,2370000,2020,Individual,10000,First Owner,Diesel,Manual,17.0,Tata
3255,3255,Hyundai i20 Asta,550000,1300000,2015,Individual,30000,First Owner,Petrol,Manual,18.6,Hyundai
3256,3256,Maruti Alto 800,285000,449000,2019,Dealer,12000,First Owner,Petrol,Manual,22.05,Maruti
3257,3257,Datsun GO Plus,350000,792000,2016,Individual,60000,First Owner,Petrol,Manual,19.44,Datsun
3258,3258,Maruti Baleno Alpha,825000,1047000,2018,Dealer,19000,First Owner,Petrol,Automatic,21.4,Maruti
3259,3259,Tata Tiago 1.2,300000,775000,2017,Individual,100000,First Owner,Petrol,Manual,23.84,Tata
3260,3260,Hyundai Venue SX,980000,1382000,2019,Individual,35000,First Owner,Diesel,Manual,23.7,Hyundai
3261,3261,Mahindra XUV500 W6,1090000,2341000,2017,Dealer,58574,First Owner,Diesel,Manual,16.0,Mahindra
3262,3262,Ford Ecosport 2015-2021,675000,1356000,2015,Dealer,37000,First Owner,Petrol,Automatic,15.63,Ford
3263,3263,Maruti Swift VXI,425000,923000,2012,Individual,58000,First Owner,Petrol,Manual,18.6,Maruti
3264,3264,Hyundai Grand i10,525000,722000,2018,Individual,20000,First Owner,Petrol,Manual,18.9,Hyundai
3265,3265,Tata Harrier XZ,1695000,2445000,2019,Dealer,17000,First Owner,Diesel,Manual,17.0,Tata
3266,3266,Maruti Celerio ZXI,450000,665000,2016,Dealer,54000,First Owner,Petrol,Automatic,23.1,Maruti
3267,3267,Mahindra Scorpio S10,1090000,1994000,2014,Dealer,66000,First Owner,Diesel,Manual,15.4,Mahindra
3268,3268,Maruti Celerio ZXI,469000,665000,2016,Dealer,30464,First Owner,Petrol,Automatic,23.1,Maruti
3269,3269,Maruti Swift Dzire,550000,1025000,2016,Individual,52000,First Owner,Petrol,Manual,20.85,Maruti
3270,3270,Maruti Wagon R,400000,701000,2014,Individual,50000,First Owner,Petrol,Manual,20.51,Maruti
3271,3271,Hyundai i20 Sportz,650000,1229000,2016,Dealer,50000,First Owner,Diesel,Manual,22.54,Hyundai
3272,3272,Maruti Wagon R,320000,701000,2017,Individual,90000,First Owner,Petrol,Manual,20.51,Maruti
3273,3273,Maruti S-Presso VXI,400000,596000,2019,Dealer,12000,First Owner,Petrol,Manual,21.7,Maruti
3274,3274,Ford Figo Diesel,180000,972000,2010,Dealer,81000,First Owner,Diesel,Manual,20.0,Ford
3275,3275,Hyundai i20 Magna,600000,1280000,2016,Individual,110000,First Owner,Diesel,Manual,22.54,Hyundai
3276,3276,Mahindra KUV 100,555000,917000,2016,Dealer,38000,First Owner,Petrol,Manual,18.15,Mahindra
3277,3277,Hyundai Verna 1.6,625000,1714000,2014,Dealer,40000,First Owner,Petrol,Manual,17.01,Hyundai
3278,3278,Hyundai Creta 1.6,985000,2073999,2015,Trustmark Dealer,83563,First Owner,Diesel,Automatic,17.01,Hyundai
3279,3279,Mahindra Scorpio 2.6,310000,2009000,2007,Dealer,113434,First Owner,Diesel,Manual,12.7,Mahindra
3280,3280,Renault KWID RXT,276000,642000,2016,Individual,60000,First Owner,Petrol,Manual,25.17,Renault
3281,3281,Honda Amaze E,425000,1167000,2014,Dealer,61000,First Owner,Diesel,Manual,25.8,Honda
3282,3282,Honda City i,889000,1772000,2016,Dealer,50000,First Owner,Diesel,Manual,26.0,Honda
3283,3283,Maruti Swift VXI,475000,952999,2013,Dealer,50000,First Owner,Petrol,Manual,18.6,Maruti
3284,3284,Ford Figo Diesel,240000,925000,2013,Dealer,45788,First Owner,Diesel,Manual,20.0,Ford
3285,3285,Hyundai i10 Era,270000,737000,2010,Dealer,75000,First Owner,Petrol,Manual,19.81,Hyundai
3286,3286,Tata Tigor 1.2,450000,863000,2018,Individual,80000,First Owner,Petrol,Manual,20.3,Tata
3287,3287,Maruti Ciaz 1.4,800000,1381000,2017,Individual,40000,First Owner,Petrol,Manual,20.73,Maruti
3288,3288,Mahindra Bolero B6,545000,1074000,2017,Individual,60000,First Owner,Diesel,Manual,21.0,Mahindra
3289,3289,Maruti Swift Dzire,800000,1025000,2018,Individual,60000,First Owner,Petrol,Manual,22.0,Maruti
3290,3290,Hyundai i10 Era,270000,737000,2010,Dealer,75000,First Owner,Petrol,Manual,19.81,Hyundai
3291,3291,Renault KWID IRON,420000,653000,2018,Dealer,9000,First Owner,Petrol,Automatic,23.01,Renault
3292,3292,Ford Figo Petrol,175000,802000,2011,Dealer,45452,First Owner,Petrol,Manual,15.6,Ford
3293,3293,Honda Amaze Ace,800000,1018000,2018,Dealer,10000,First Owner,Petrol,Automatic,19.0,Honda
3294,3294,Maruti Ciaz 1.4,780000,1381000,2017,Individual,50000,First Owner,Petrol,Automatic,19.12,Maruti
3295,3295,Maruti Swift VXI,295000,952999,2009,Dealer,72546,First Owner,Petrol,Manual,16.1,Maruti
3296,3296,Renault KWID AMT,490000,653000,2018,Dealer,8977,First Owner,Petrol,Automatic,24.04,Renault
3297,3297,Hyundai Verna 1.6,525000,1779000,2012,Dealer,56702,First Owner,Diesel,Manual,22.32,Hyundai
3298,3298,Hyundai i20 Sportz,625000,1304000,2017,Dealer,33000,First Owner,Petrol,Manual,18.6,Hyundai
3299,3299,Volkswagen Vento 1.6,620000,1673999,2015,Dealer,49700,First Owner,Petrol,Manual,15.04,Volkswagen
3300,3300,Ford Ecosport 2015-2021,680000,1371000,2016,Individual,175000,First Owner,Diesel,Manual,22.77,Ford
3301,3301,Honda City i,950000,1707000,2017,Individual,40000,First Owner,Petrol,Automatic,18.0,Honda
3302,3302,Maruti Swift Dzire,520000,1013000,2015,Individual,35000,First Owner,Petrol,Manual,20.85,Maruti
3303,3303,Mahindra XUV500 W8,750000,2294000,2014,Individual,145000,First Owner,Diesel,Manual,15.1,Mahindra
3304,3304,Ford Figo Diesel,250000,959000,2012,Individual,110000,First Owner,Diesel,Manual,20.0,Ford
3305,3305,Maruti Swift VXI,585000,924000,2018,Individual,13000,First Owner,Petrol,Manual,22.0,Maruti
3306,3306,Honda City V,575000,1764000,2012,Dealer,59100,First Owner,Petrol,Automatic,15.6,Honda
3307,3307,Datsun RediGO T,350000,576000,2017,Individual,10000,First Owner,Petrol,Manual,22.7,Datsun
3308,3308,Renault KWID 1.0,299000,613000,2018,Individual,25000,First Owner,Petrol,Manual,23.01,Renault
3309,3309,Maruti Wagon R,350000,735000,2015,Dealer,41559,First Owner,Petrol,Manual,21.5,Maruti
3310,3310,Renault KWID RXL,375000,599000,2020,Individual,2300,First Owner,Petrol,Manual,25.17,Renault
3311,3311,Hyundai i10 Sportz,350000,737000,2015,Dealer,33421,First Owner,Petrol,Manual,20.36,Hyundai
3312,3312,Ford Ecosport 1.5,590000,1394000,2014,Dealer,80000,First Owner,Diesel,Manual,22.7,Ford
3313,3313,Mahindra Bolero XL,450000,1085000,2010,Individual,120000,First Owner,Diesel,Manual,13.6,Mahindra
3314,3314,Maruti Ciaz Delta,830000,1323000,2019,Individual,15000,First Owner,Petrol,Manual,21.56,Maruti
3315,3315,Hyundai i20 1.4,650000,1262000,2016,Dealer,81984,First Owner,Diesel,Manual,23.0,Hyundai
3316,3316,Volkswagen Polo Petrol,265000,1142000,2010,Individual,39800,First Owner,Petrol,Manual,16.47,Volkswagen
3317,3317,Tata Nexon 1.2,650000,1300000,2019,Individual,30000,First Owner,Petrol,Manual,17.0,Tata
3318,3318,Mahindra Scorpio 2.6,145000,1939999,2004,Individual,120000,First Owner,Diesel,Manual,10.5,Mahindra
3319,3319,Hyundai i20 2015-2017,783000,1284000,2017,Dealer,27550,First Owner,Diesel,Manual,22.54,Hyundai
3320,3320,Volkswagen Polo Petrol,300000,1142000,2011,Individual,120000,First Owner,Petrol,Manual,16.47,Volkswagen
3321,3321,Maruti Alto 800,250000,454000,2014,Individual,60000,First Owner,Petrol,Manual,22.74,Maruti
3322,3322,Honda City 1.5,350000,1682000,2011,Individual,80000,First Owner,Petrol,Manual,17.0,Honda
3323,3323,Maruti Alto 800,380000,486000,2018,Dealer,14709,First Owner,Petrol,Manual,24.7,Maruti
3324,3324,Ford Aspire 1.2,540000,858000,2017,Individual,27000,First Owner,Petrol,Manual,18.16,Ford
3325,3325,Maruti Alto 800,220000,472000,2016,Individual,25000,First Owner,Petrol,Manual,22.74,Maruti
3326,3326,Ford Figo Petrol,180000,851000,2010,Dealer,87884,First Owner,Petrol,Manual,15.6,Ford
